customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,state,city,latitude,longitude,age,married,referred_a_friend,number_of_referrals,offer,avg_monthly_gb_download,streaming_music,unlimited_data,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_score_1,satisfaction_level,open_issue_count,close_issue_count,support_interaction_count,resolution_status_open_closed
9743-DQKQW,Male  ,0,No     ,No        ,3,No          ,No phone service,DSL            ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,25.1,California,Escalon               ,37.818543,-121.006907,28,No     ,No               ,0,Offer E,69,No             ,Yes           ,0.0,0,0.0,79.8,58,High,1,6,7,Resolved
8383-SGHJU,Female,0,No     ,No        ,33,Yes         ,Yes             ,DSL            ,Yes                ,No                 ,No                 ,One year      ,No              ,Electronic check         ,59.4,California,Lake Arrowhead        ,34.2565,-117.19335,41,No     ,No               ,0,None   ,7,No             ,Yes           ,0.0,0,339.23999999999995,2292.04,38,Medium,1,4,5,Resolved
4806-DXQCE,Female,1,Yes    ,No        ,70,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Electronic check         ,113.65,California,Santa Monica          ,34.026334,-118.474222,77,Yes    ,Yes              ,7,None   ,25,No             ,Yes           ,24.36,0,2477.3,10167.59,46,High,1,5,6,Resolved
6963-KQYQB,Female,0,Yes    ,Yes       ,70,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,24.05,California,Pacifica              ,37.573633,-122.455167,24,Yes    ,Yes              ,4,Offer A,0,No             ,No            ,0.0,0,298.9,2063.65,32,High,1,4,5,Resolved
4418-LZMSV,Male  ,0,Yes    ,Yes       ,13,Yes         ,No              ,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,No              ,Bank transfer (automatic),61.8,California,San Diego             ,32.697098,-117.116587,56,Yes    ,Yes              ,8,None   ,56,No             ,Yes           ,0.0,0,365.95,1116.05,47,Medium,1,5,6,Resolved
1271-SJBGZ,Male  ,1,No     ,No        ,12,No          ,No phone service,DSL            ,Yes                ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,43.65,California,Forest Knolls         ,38.010092,-122.689442,77,No     ,No               ,0,None   ,10,No             ,Yes           ,0.0,0,0.0,526.95,74,Low,7,1,8,Resolved
0601-WZHJF,Male  ,0,Yes    ,No        ,14,No          ,No phone service,DSL            ,No                 ,Yes                ,Yes                ,Month-to-month,No              ,Electronic check         ,46.35,California,Shafter               ,35.490705,-119.286833,53,Yes    ,Yes              ,1,Offer D,12,Yes            ,Yes           ,0.0,0,0.0,667.7,76,Medium,7,0,7,Resolved
8696-JKZNU,Female,1,No     ,No        ,37,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,76.25,California,Anderson              ,40.448632,-122.306657,78,No     ,No               ,0,Offer C,17,No             ,Yes           ,0.0,0,997.15,3838.7,91,Medium,10,1,11,Resolved
2845-KDHVX,Female,0,Yes    ,No        ,64,Yes         ,No              ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,Yes             ,Mailed check             ,68.3,California,Sheridan              ,38.984756,-121.345074,57,Yes    ,Yes              ,9,None   ,25,Yes            ,Yes           ,0.0,0,1490.56,5869.360000000001,31,High,1,4,5,Resolved
8791-GFXLZ,Male  ,0,No     ,No        ,12,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),49.05,California,San Jose              ,37.375156,-121.795867,58,No     ,No               ,0,None   ,12,No             ,Yes           ,29.32,0,537.36,1101.09,70,High,7,1,8,NotResolved
9821-POOTN,Male  ,0,Yes    ,No        ,35,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Electronic check         ,75.2,California,Fresno                ,36.833002,-119.82947,48,Yes    ,Yes              ,1,Offer C,12,No             ,Yes           ,0.0,0,1696.45,4272.65,94,Low,9,0,9,Resolved
9090-SGQXL,Male  ,1,Yes    ,No        ,68,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,105.3,California,Ben Lomond            ,37.078873,-122.090386,70,Yes    ,Yes              ,1,None   ,29,No             ,Yes           ,0.0,0,3207.56,10507.21,79,Medium,7,0,7,Resolved
3810-DVDQQ,Female,0,Yes    ,Yes       ,72,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Two year      ,Yes             ,Bank transfer (automatic),117.6,California,Shasta Lake           ,40.692523,-122.369876,28,Yes    ,Yes              ,10,None   ,48,Yes            ,Yes           ,5.44,0,3385.44,11688.9,54,Medium,0,6,6,Resolved
3769-MHZNV,Female,0,Yes    ,Yes       ,33,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,20.1,California,Salyer                ,40.89866,-123.539754,61,Yes    ,Yes              ,2,None   ,0,No             ,No            ,0.0,0,800.91,1471.26,25,Medium,1,3,4,Resolved
5228-EXCET,Male  ,0,No     ,No        ,13,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,80.85,California,Newberry Springs      ,34.89326,-116.505958,40,No     ,No               ,0,None   ,20,Yes            ,Yes           ,0.0,0,163.01999999999998,1171.72,85,Low,8,0,8,Resolved
6351-SCJKT,Male  ,0,No     ,No        ,3,No          ,No phone service,DSL            ,Yes                ,No                 ,No                 ,Month-to-month,No              ,Mailed check             ,41.35,California,Santa Cruz            ,36.974575,-121.991149,32,No     ,No               ,0,None   ,25,No             ,Yes           ,0.0,0,0.0,107.25,46,Medium,0,5,5,Resolved
5995-LFTLE,Male  ,0,No     ,No        ,58,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,Yes             ,Credit card (automatic)  ,25.3,California,Lower Lake            ,38.925545,-122.549083,39,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,2829.24,4303.59,30,High,0,4,4,Resolved
1830-GGFNM,Male  ,0,Yes    ,Yes       ,65,Yes         ,Yes             ,Fiber optic    ,Yes                ,No                 ,No                 ,Two year      ,No              ,Credit card (automatic)  ,94.55,California,Somerset              ,38.606703,-120.586659,35,Yes    ,Yes              ,6,Offer B,19,No             ,Yes           ,0.0,0,1269.45,7348.2,36,High,0,4,4,Resolved
8807-OPMBM,Female,0,Yes    ,Yes       ,55,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,Yes             ,Credit card (automatic)  ,25.65,California,Newbury Park          ,34.172071,-118.946262,36,Yes    ,Yes              ,1,Offer B,0,No             ,No            ,0.0,0,79.2,1467.2,42,High,0,5,5,Resolved
8495-LJDFO,Female,1,No     ,No        ,64,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,Yes                ,Month-to-month,Yes             ,Bank transfer (automatic),108.95,California,Rancho Santa Margarita,33.624654,-117.611733,76,No     ,No               ,0,None   ,24,No             ,Yes           ,0.0,0,1463.04,8574.34,26,High,1,3,4,Resolved
4877-EVATK,Male  ,0,No     ,No        ,1,Yes         ,No              ,No             ,No internet service,No internet service,No internet service,Month-to-month,No              ,Mailed check             ,20.0,California,Elk                   ,39.108252,-123.645121,30,No     ,No               ,0,None   ,0,No             ,No            ,0.0,0,46.77,66.77000000000001,83,Low,8,0,8,Resolved
5010-IPEAQ,Female,0,Yes    ,Yes       ,67,No          ,No phone service,DSL            ,Yes                ,Yes                ,No                 ,Two year      ,No              ,Credit card (automatic)  ,54.2,California,Escalon               ,37.818543,-121.006907,29,Yes    ,Yes              ,2,None   ,51,No             ,Yes           ,0.0,0,0.0,3623.95,58,Medium,1,6,7,NotResolved
5857-TYBCJ,Male  ,1,Yes    ,No        ,44,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,89.2,California,Dixon                 ,38.392821,-121.799917,72,Yes    ,Yes              ,6,Offer B,30,No             ,Yes           ,0.0,0,644.6,4684.8,36,High,1,4,5,Resolved
4484-GLZOU,Female,0,Yes    ,No        ,52,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Electronic check         ,105.05,California,San Dimas             ,34.102119,-117.815532,20,Yes    ,Yes              ,6,None   ,48,Yes            ,Yes           ,27.6,0,550.68,6147.93,65,Low,6,1,7,NotResolved
1732-VHUBQ,Female,1,Yes    ,Yes       ,47,Yes         ,No              ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Bank transfer (automatic),70.55,California,Yosemite National Park,37.704267,-119.607001,73,Yes    ,Yes              ,1,None   ,26,No             ,Yes           ,26.99,0,1266.65,4548.91,82,Medium,8,1,9,Resolved
7126-RBHSD,Female,0,Yes    ,No        ,17,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,No                 ,Month-to-month,No              ,Electronic check         ,78.9,California,Lathrop               ,37.80821,-121.308401,53,Yes    ,Yes              ,1,Offer D,4,No             ,Yes           ,0.0,0,359.54999999999995,1708.5,38,Medium,0,4,4,Resolved
3896-ZVNET,Female,0,Yes    ,Yes       ,24,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,Two year      ,No              ,Mailed check             ,24.7,California,Gerber                ,40.03194,-122.176023,42,Yes    ,Yes              ,7,None   ,0,No             ,No            ,0.0,0,497.76,1069.51,56,Medium,0,6,6,Resolved
1465-VINDH,Female,0,Yes    ,Yes       ,10,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,Yes                ,Month-to-month,Yes             ,Credit card (automatic)  ,102.1,California,Los Angeles           ,34.099869,-118.326843,31,Yes    ,Yes              ,1,None   ,22,Yes            ,Yes           ,0.0,0,320.7,1389.55,78,Medium,7,0,7,Resolved
8277-RVRSV,Female,0,Yes    ,Yes       ,33,Yes         ,Yes             ,No             ,No internet service,No internet service,No internet service,One year      ,No              ,Credit card (automatic)  ,24.15,California,Danville              ,37.791481,-121.903253,22,Yes    ,Yes              ,3,Offer C,0,No             ,No            ,0.0,0,56.43,856.7299999999999,73,High,7,1,8,Resolved
5382-TEMLV,Male  ,0,No     ,No        ,45,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),50.9,California,Lindsay               ,36.205465,-119.085807,45,No     ,No               ,0,None   ,16,No             ,Yes           ,0.0,0,872.5500000000001,3171.1000000000004,71,Medium,7,0,7,NotResolved
8224-IVVPA,Female,0,No     ,No        ,27,Yes         ,No              ,DSL            ,No                 ,No                 ,No                 ,Month-to-month,Yes             ,Mailed check             ,56.7,California,Caliente              ,35.358953,-118.527064,35,No     ,No               ,0,None   ,9,No             ,Yes           ,0.0,0,680.6700000000001,2333.62,79,Medium,7,0,7,Resolved
9574-RKJIF,Male  ,0,Yes    ,Yes       ,30,Yes         ,Yes             ,Fiber optic    ,No                 ,Yes                ,No                 ,Month-to-month,Yes             ,Electronic check         ,94.4,California,Trabuco Canyon        ,33.631119,-117.567346,52,Yes    ,Yes              ,1,Offer C,6,No             ,No            ,0.0,80,865.5,3784.2,71,Low,7,0,7,Resolved
4250-WAROZ,Male  ,1,Yes    ,Yes       ,60,Yes         ,Yes             ,Fiber optic    ,No                 ,No                 ,Yes                ,Month-to-month,Yes             ,Electronic check         ,93.25,California,Fresno                ,36.749403,-119.787574,70,Yes    ,Yes              ,4,None   ,53,No             ,Yes           ,0.0,0,1180.8,6955.35,70,Medium,7,1,8,Resolved
8840-DQLGN,Female,1,Yes    ,No        ,35,Yes         ,Yes             ,Fiber optic    ,Yes                ,Yes                ,No                 ,Month-to-month,Yes             ,Bank transfer (automatic),100.5,California,Burbank               ,34.177267,-118.31003,65,Yes    ,Yes              ,1,None   ,22,No             ,Yes           ,0.0,0,559.3000000000001,4212.65,81,Low,8,0,8,Resolved
4994-OBRSZ,Male  ,0,No     ,Yes       ,14,Yes         ,No              ,DSL            ,Yes                ,No                 ,Yes                ,Two year      ,No              ,Bank transfer (automatic),76.1,California,Weed                  ,41.465121,-122.380947,24,No     ,No               ,0,None   ,52,Yes            ,Yes           ,0.0,0,514.2199999999999,1569.02,33,Medium,0,4,4,Resolved
